축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
정선아리랑제,강원도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,033-563-2646,www.arirangfestival.kr,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,37.38024298,128.6602287,,,,,
동성로축제,동성로 야외무대,2011-05-20,2011-05-22,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2012-05-18,2012-05-20,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
불광천 축제,불광천,2021-10-07,2021-10-09,"문화공연, 체험부스 등",02-351-6517,http://www.ep.go.kr,서울특별시 은평구 은평로 195,,,,,,,,
동성로축제,동성로 야외무대,2013-05-17,2013-05-19,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2014-10-03,2014-10-05,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2015-05-01,2015-05-03,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2016-05-13,2016-05-15,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2017-05-12,2017-05-14,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
제15회 불교문화제전,성철공원,2023-10-14,2023-10-14,음악회+불교문화체험 및 전시,055-970-6401,https://www.sancheong.go.kr/tour/contents.do?key=6329,,경상남도 산청군 단성면 묵곡리 949,35.277656,127.964971,,,,,
한마음축제,용산구 내,2023-10-18,2023-10-18,용산구민의 날을 기념하며 구민화합 도모를 위한 문화행사,,,서울특별시 용산구 녹사평대로 150,,,,,,,,
구례300리벚꽃축제,구례읍+문척면,2023-03-31,2023-04-02,축하공연+체험프로그램+야관경관조명+버스킹,061-780-2255,https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000039&menuNo=104001003000,전라남도 구례군 구례읍 서시천로 106,전라남도 구례군 구례읍 봉북리 1423-1,35.2166161,127.4668741,,,,,
지리산남악제,구례읍+마산면,2023-04-19,2023-04-21,군민한마당+제례+공연+전시체험,061-780-2431,https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000101&menuNo=104001004000,전라남도 구례군 구례읍 서시천로 106,전라남도 구례군 구례읍 봉북리 1423-1,35.2166161,127.4668741,,,,,
구례뮤직페스티벌,용방면,2022-08-26,2022-08-27,락밴드 공연+체험+먹거리부스 운영,061-780-2390,http://naturaldreampark.co.kr/information.html,,전라남도 구례군 용방면 죽정리 921,35.272588,127.4140342,,,,,
구례동편소리축제,구례읍,2022-10-13,2022-10-16,거리예술공연+명인명창전,061-780-2431,https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000102&menuNo=104001005000,전라남도 구례군 구례읍 서시천로 76-11,전라남도 구례군 구례읍 봉북리 25,35.21572405,127.468087,,,,,
물의 감정 In The Mood For Water,갤러리 공간 공일,2022-02-18,2022-02-24,춘천 대표자원인 물을 주제로 한 로켈크리에이터 간의 협업 전시,033-248-7900,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10181&search_type=1&search_keyword=EBACBCEC9D98+EAB090ECA0953A+In+The+Mood+For+Water,강원도 춘천시 향교앞길 13-4,강원도 춘천시 교동 140,37.87993475,127.7344005,,,,,
조운플레잉,춘천 지하상가,2022-02-10,2022-02-16,"초등학생 대상으로 하는 체험과 가족, 친구, 연인 등 그룹 체험",033-250-4938,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7653&search_type=1&search_keyword=ECA1B0EC9AB4ED948CEBA088EC9E89,강원도 춘천시 중앙로 51-2,강원도 춘천시 중앙로2가 116 춘천지하쇼핑몰,37.879128,127.728918,,,,,
개나리아트페어2022,개나리미술관,2022-04-05,2022-04-17,긴 겨울을 기다린 후에 개화하는 봄꽃’과 같은 아트페어,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10344&search_type=1&search_keyword=EAB09CEB8298EBA6ACEC9584ED8AB8ED8E98EC96B42022,강원도 춘천시 동내면 거두택지길44번길 7-19,강원도 춘천시 동내면 거두리 1123-6,37.854552,127.758253,,,,,
천안흥타령춤축제,천안종합운동장+천안시 일원,2023-10-05,2023-10-09,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,041-900-7397,https://cheonanfestival.com/ko/,충청남도 천안시 서북구 번영로 208,,,,,,,,
지용제,지용생가 등 구읍 일원,2023-09-07,2023-09-10,지용문학상 시상식+정지용 음악회+전국시조경창대회+정지용시 낭송대회 등,043-730-3402,http://gy-festival.okcc.or.kr/html/kr/,충청북도 옥천군 옥천읍 향수길 56,충청북도 옥천군 옥천읍 하계리 39,36.3149382,127.581608,,,,,
밀양아리랑대축제,영남루 및 밀양강변 일원+ 남천강변로 일원,2023-05-18,2023-05-21,불씨봉헌 고유제+전야제+마상무예쇼가+성화봉송 고유제+초야제+밀양아리랑가요제+무형문화제 공연,055-359-4500,http://www.arirang.or.kr/,경상남도 밀양시 중앙로 324,,,,,,,,
수성못페스티벌,수성못 일원+울루루 문화광장,2023-09-22,2023-09-24,지역 예술인 문화공연+음악불꽃쇼+들안길 푸드 페스티벌 등,053-666-2000,http://www.ssfestival.net/,,대구광역시 수성구 두산동 512,35.82936797,128.6182715,,,,,
포항국제불빛축제,형산강 체육공원 일원,2023-05-26,2023-05-28,불빛 퍼레이드+개막식 및 퍼포먼스+국제 불꽃쇼+멀티미디어쇼+DJ PARTY,054-289-7852,http://festival.phcf.or.kr/fireWorks/intro.do,,경상북도 포항시 남구 해도동 115-1,,,,,,,
시흥갯골축제,시흥갯골생태공원,2023-09-22,2023-09-24,갯골패밀리런+갯골퍼레이드+생태체험놀이+생태예술공연+갤골달빛야행 등,031-380-5681,https://sgfestival.com/main,경기도 시흥시 동서로 287,경기도 시흥시 장곡동 724-10,37.38979099,126.7812554,,,,,
금호강바람소리길축제,금호강 둔치,2023-09-15,2023-09-17,마칭퍼레이드+금호강 생태전시+체험부스 등,053-665-2172,http://www.buk.daegu.kr/,대구광역시 북구 옥산로 65(침산동),,35.8856843,128.5827802,,,,,
한성백제문화제,올림픽공원 일대,2023-09-22,2023-09-24,역사문화거리행렬+한성백제체험마을+한성백제갈라퍼레이드+개폐막식 등 축하공연+한성백제 성곽돌기+각종 체험행사 등,02-2147-2800,https://www.songpa.go.kr/hanseong/index.do?,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,37.52034114,127.1155184,,,,,
김제지평선축제,전북 김제시 벽골제,2023-10-05,2023-10-09,벽골제 제사+지평선 전국 농악 경연 대회+농악경연 대회+벽골제 쌍룡 햇불 퍼레이드+지평선 김제夜놀자+쌍룡 서치&고고쇼+벽골제 오색 별빛의 향연,063-540-3031,https://www.gimje.go.kr/festival/index.gimje,전라북도 김제시 부량면 벽골제로 442,,,,,,,,
부평풍물대축제,신트리공원 등,2023-09-22,2023-09-24,기원제+전통풍물공연+부평만만세 퍼레이드+전통문화체험+민속놀이체험 등,032-509-7516,https://portal.icbp.go.kr/bpf/,인천광역시 부평구 신트리로 21,인천광역시 부평구 부평동 880,37.506554,126.7236393,,,,,
땅끝수국축제,포레스트수목원,2022-06-06,2022-07-18,100여희귀품종+수국사진공모전 등,061-533-7220,www.4est수목원.com,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.45321139,126.5955,,,,,
안동국제탈춤축제,안동탈춤공원+시내일원+하회마을 외,2023-10-02,2023-10-09,탈춤공연+경연대회+대동난장 등,054-841-6379,www.maskdance.com,,경상북도 안동시 운흥동 300-15,36.56050653,128.7306335,,,,,
강진청자축제,대구면 고려청자요지 일원,2023-02-23,2023-03-01,청자 기획행사+청자 물레체험+청자코일링 체험+청자 백자이벤트 게임 등 체험행사+청자 전시 등,061-430-3352,https://gangjin1.clickn.co.kr/,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375,,,,,
안성맞춤 남사당 바우덕이축제,안성맞춤랜드+안성천 일대,2023-10-06,2023-10-09,남사당놀이+장터무대+전야제+놀이마당+지역특산물 판매 등,031-678-2511,https://www.anseong.go.kr/tourPortal/baudeogi/main.do,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 303-3,37.03286724,127.3078041,,,,,
부천국제만화축제,한국만화박물관,2023-09-14,2023-09-17,만화전시+만화콘서트+국제 코스프레 챔피언십+만화마켓+참여이벤트 등,032-310-3073,https://www.bicof.com/index.do,경기도 부천시 길주로1,,,,,,,,
풍기인삼축제,축제풍기인삼문화팝업공원 일원,2023-10-07,2023-10-15,풍기기네스+풍퀴즈 온더블록+인삼향 풍기네+슬기로운 풍기인삼+릴레이콘서트 등,054-635-0020,http://www.ginsengfestival.co.kr/,경상북도 영주시 풍기읍 남원로 80,,,,,,,,
포항거리예술축제,송도 솔밭 도시 숲 및 송도동 일대,2022-10-21,2022-10-23,"거리예술 공연, 공공미술전시, 숲속 도서관, 거리예술 교육프로그램 운영",054-289-7873,http://www.phcf.or.kr,경상북도 포항시 남구 송도해안길 112번길 3,경상북도 포항시 남구 송도동 254-477,36.04036853,129.3766797,,,,,
제8회 철원 한탄강 얼음트레킹,철원 한탄강 및 승일공원 일원,2020-01-18,2020-01-27,"개막행사, 얼음트레킹, 똥바람 알통구보대회 등",033-450-5255,https://www.cwgfestival.com,,강원도 철원군 갈말읍 내대리 550,38.188522,127.300353,,,,,
제13회 철원 화강 다슬기축제,김화생활체육공원 및 화강 일원,2019-08-01,2019-08-04,"개막행사, 황금다슬기잡기 등 체험프로그램, 축하공연 등",033-450-5255,https://www.cwgfestival.com,강원도 철원군 김화읍 청양로 649,강원도 철원군 김화읍 청양리 1,38.249835,127.4136594,,,,,
2019 송년콘서트 및 청소년페스티벌,철원실내체육관,2019-12-16,2019-12-17,"송년콘서트, 청소년페스티벌",033-450-5255,https://www.cwgfestival.com,강원도 철원군 갈말읍 갈말로 75,강원도 철원군 갈말읍 군탄리 1341,38.161341,127.303257,,,,,
2022 보은대추축제,온라인축제,2022-10-14,2022-10-23,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,043-540-3393,http://www.boeunjujube.com/,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482,,,,,
강경젓갈축제,강경금강둔치 일원,2023-10-19,2023-10-22,강경젓갈 우수성 홍보,041-730-2972,,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,36.15755625,127.0098063,,,,,
연산대추문화축제,연산문화창고연산별당 일원,2023-10-13,2023-10-15,연산대추 우수성 홍보,041-730-2972,,충청남도 논산시 연산면 연산4길 10-7,충청남도 논산시 연산면 연산리 392,36.2162708,127.216078,,,,,
동두천시 자원봉사 축제,시민평화근린공원 일원,2023-10-14,2023-10-14,자원봉사자와 시민·청소년 모두가 하나되는 나눔의 장,031-860-2089,http://www.ddc.go.kr,경기도 동두천시 중앙로 125,경기도 동두천시 지행동 691-5,37.89275541,127.0517461,,,,,
DDC할로윈클럽데이,보산동 한미우호광장,2018-10-27,2018-10-28,할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌,031-860-2627,http://www.ddc.go.kr,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.91584622,127.0565068,,,,,
INK 콘서트,인천문학경기장 주경기장,2023-09-09,2023-09-09,국내 정상급 K-POP 아티스트 콘서트,,,인천광역시 미추홀구 매소홀로 618,,,,,,,,
인천펜타포트 음악축제,송도달빛축제공원,2023-08-04,2023-08-06,국내·외 아티스트 콘서트,,https://pentaport.co.kr/,인천광역시 연수구 센트럴로 350,,,,,,,,
인천생활문화축제,월미공원,2023-10-14,2023-10-15,생활문화동아리 공연·체험·전시,,,인천광역시 중구 월미로 131-22,인천광역시 중구 북성동 1가 산2-1번지 일원,,,,,,,
섬마을밴드 음악축제,옹진국 북도면 시도,2023-09-17,2023-09-17,섬마을 음악동호회 공연,,,인천광역시 중구 제물량로 195,,,,,,,,
"all nights INCHEON 페스티벌 빛의 정원, 송도",트라이보울+센트럴파크일원,2023-10-07,2023-10-29,미디어아트+국내 아티스트 음악공연+일루미네이션 외,032-440-4002,,인천광역시 연수구 인천타워대로 250,,,,,,,,
동인천 낭만축제,동인천역 북광장 일원,2023-10-14,2023-10-15,공연+마켓+미디어아트 등,032-899-7422,,,인천광역시 동구 송현동 70-10,,,,,,,
진주남강유등축제,진주성+진주남강일원,2023-10-08,2023-10-22,초혼점등+소망등 달기+추억의 유등띄우기+창작등 만들기+한국등 및 세계뭉풀등 전시+불꽃놀이+항공미디어아트 드론라이트 쇼+체험행사 및 부대행사,055-755-9111,http://www.yudeung.com,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,,,,,
개천예술제,진주시 일원,2023-10-13,2023-10-22,서제+개제식+가장행렬+예술경연+각종전시+종야축제+예술문화행사+진주대첩 승전기념행사 등,055-752-0111,http://www.gaecheonart.com,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,,,,,
코리아드라마페스티벌,경남문화예술회관+경상국립대학교+장대동 남강둔치 일원,2023-10-13,2023-10-22,코리아드라마어워즈+ KDF콘서트+ 드라마영상국제포럼+ 부대행사 등,055-755-2363,http://www.kdfo.org,,경상남도 진주시 장대동 356-17,,,,,,,
진주논개제,진주성 일원,2023-05-05,2023-05-08,헌다례 및 신위순행+ 의암별제+ 실경역사뮤지컬 의기논개+ 전통놀이 체험 등,055-795-3213,http://jjcc.or.kr/,경상남도 진주시 남강로 626,경상남도 진주시 본성동 415,,,,,,,
진주 M2(뮤직&미디어)페스티벌,진주시 망경동 남강둔치(중앙광장 아래),2023-08-04,2023-08-06,"수상무대공연(대학동아리팀 및 가수초청 공연, 인터렉티브 공연)+미디어아트쇼+수상체험 프로그램(카약+패들보트+드래곤보트), 푸드존 등 부대행사",055-273-1058,http://jinjumusic.com/index.php,경상남도 진주시 강남로 320 아래 둔치,경상남도 진주시 망경동 110-1 아래 둔치,,,,,,,
진주 전국민속 소힘겨루기대회,진주전통소싸움경기장,2022-10-26,2022-10-31,소힘겨루기 대회+경품추첨+초청가수 공연,055-749-8591,,경상남도 진주시 판문오동길 100,경상남도 진주시 판문동 146-1,,,,,,,
